128	6
142	32
111	45
105	45
94	65
61	52
106	88
135	8
73	44
47	96
63	126
147	6
98	125
132	112
137	102
4	120
31	129
8	84
28	17
37	108
62	64
142	84
18	112
97	102
110	76
39	40
102	55
37	84
49	38
55	14
41	44
13	24
115	36
14	109
13	34
24	84
135	111
59	33
12	5
92	37
88	112
125	43
132	119
118	34
127	77
136	28
92	111
43	77
60	59
7	124
139	97
16	89
137	46
83	91
71	95
17	105
49	66
132	115
139	124
77	27
111	125
2	82
21	32
70	29
45	6
30	76
66	10
63	23
39	48
67	88
90	68
1	89
28	40
33	48
112	103
66	128
33	8
8	52
51	41
19	12
122	114
65	8
40	95
138	106
101	83
38	31
113	89
16	22
26	89
42	64
106	16
82	107
46	66
29	47
115	49
108	61
74	128
149	13
96	14
130	123
56	98
28	35
114	90
113	74
81	124
54	122
130	75
13	6
94	26
2	110
121	118
128	115
95	107
78	109
53	26
145	70
39	77
133	36
146	74
45	85
116	97
96	66
138	99
130	35
111	116
50	127
65	14
141	57
87	93
