100280	2300
32	38
29	62
70	61
76	25
18	49
41	33
20	8
77	61
48	64
47	29
14	67
15	65
32	52
54	66
36	11
15	24
74	66
50	44
72	42
10	64
31	10
55	69
2	65
37	67
72	68
74	25
57	69
26	48
4	57
63	55
30	53
30	27
27	18
32	38
52	57
59	62
30	51
63	30
23	29
72	24
80	45
16	59
48	37
74	13
63	24
11	25
16	26
27	8
15	57
6	20
20	51
77	51
59	21
39	37
1	56
31	38
64	42
39	26
43	45
10	68
62	10
14	22
26	52
15	40
41	63
16	28
45	31
26	6
42	68
75	60
14	62
36	47
27	26
46	24
65	33
18	34
28	32
57	13
23	17
75	9
70	46
62	9
5	37
41	33
31	69
26	21
20	20
15	26
31	17
1	44
68	55
43	27
55	13
46	10
2	37
75	54
52	66
13	50
12	36
53	36
56	37
63	9
71	7
40	46
49	13
59	22
46	27
15	53
69	66
19	43
22	7
11	10
19	19
73	54
4	44
2	11
57	24
9	29
26	52
1	16
8	64
61	45
14	8
43	56
51	54
14	26
32	37
44	9
13	65
10	32
22	49
28	26
68	53
76	54
71	50
79	7
5	41
24	64
78	26
68	54
15	15
32	53
28	12
65	27
61	17
65	11
40	32
53	8
14	17
26	41
29	12
62	59
16	51
49	37
12	14
4	48
5	54
53	24
69	64
43	56
47	21
67	64
30	62
28	62
11	43
19	15
65	56
65	14
59	27
44	54
61	28
12	53
29	9
62	56
16	12
38	12
48	52
51	7
3	48
37	32
72	69
24	23
73	7
65	28
12	13
78	67
1	24
6	22
24	34
59	6
28	31
18	27
55	6
41	34
19	64
61	50
6	59
75	64
34	42
14	65
39	19
25	42
67	14
43	61
80	20
72	13
17	67
69	45
62	54
79	29
32	58
5	66
78	61
25	6
9	15
49	62
10	29
33	64
23	49
61	26
63	18
9	49
29	13
18	59
21	63
20	10
48	37
39	62
56	63
50	42
42	48
68	40
44	12
66	67
22	58
8	51
21	66
70	42
29	27
23	6
78	19
35	7
22	31
31	51
23	10
55	67
20	31
53	47
43	23
38	56
48	68
18	51
42	19
11	10
76	46
18	43
49	9
36	34
49	50
12	31
65	46
71	59
78	42
1	20
68	38
5	41
49	50
28	26
62	18
2	49
15	32
46	60
78	20
60	48
29	62
52	21
43	33
38	42
10	59
33	29
5	20
52	45
77	30
73	55
14	13
78	23
70	60
1	20
57	66
12	37
3	15
36	31
10	19
64	49
46	30
32	48
28	64
22	14
79	61
37	8
56	33
29	52
77	38
43	21
59	62
57	51
49	27
20	17
79	25
24	69
46	19
42	31
17	37
24	9
57	15
18	16
60	8
62	47
25	68
38	39
64	64
65	63
73	13
60	21
57	9
65	64
6	15
29	28
62	38
23	61
46	12
61	8
20	55
78	37
57	37
41	66
28	50
74	10
49	41
73	31
55	61
1	6
30	32
58	50
33	66
26	37
76	67
20	62
40	45
15	37
37	49
69	25
80	18
68	29
53	39
10	40
70	58
30	69
1	47
5	57
8	61
35	64
49	39
66	23
60	66
39	67
32	43
17	33
8	14
68	45
42	24
8	38
6	27
59	34
12	16
13	9
38	36
28	63
77	40
9	42
48	59
65	63
66	27
28	57
42	7
60	61
48	47
45	60
16	58
47	24
73	48
79	46
18	47
61	59
80	66
48	68
27	50
75	17
61	69
26	53
30	37
30	55
34	25
62	34
75	69
16	36
79	37
47	57
75	40
30	64
21	11
21	30
18	35
24	54
9	26
66	9
63	52
51	28
9	44
78	28
50	52
11	30
38	46
4	23
65	54
38	13
65	17
24	28
22	12
13	28
63	43
40	52
35	21
53	28
34	52
19	61
21	8
66	55
69	65
40	15
62	7
36	39
34	29
6	68
77	8
50	30
54	37
8	25
31	32
49	18
50	33
72	6
4	16
22	54
11	23
28	43
39	34
26	65
72	6
69	24
9	35
23	26
30	21
14	44
32	46
43	34
9	52
21	20
10	48
69	6
48	27
25	11
24	24
66	40
26	64
36	23
7	62
8	26
14	25
46	42
41	21
12	13
14	40
52	65
34	34
68	66
41	52
34	14
34	14
3	62
48	53
68	44
37	14
34	41
59	55
80	63
57	7
78	44
66	17
9	56
68	6
7	61
20	57
44	10
